Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,On Assault Weapons: Should owning guns that fire quickly be:,On Magazines Holding Over Ten Bullets: Who should have them?,On Background Checks for Assault Weapons: Should there be checks to ensure owners are allowed to have them?,On Keeping Assault Weapons Away from Children: Should it be illegal to leave these guns where kids can find them?,"Do You Own a Gun? (Excluding paintball, BB, or pellet guns)","Does Someone in Your Home Own a Gun? (Excluding paintball, BB, or pellet guns)",Your Zip Code: (To understand regional views),Your Education Level: (Just the highest completed),Do you think of yourself as,Do you see yourself as,Gender,Age,Major US Region,Device,Household Income,is_gun_owner,has_gun_in_house,political_lean,leans_left,leans_right,leans_center,for_assault_weapon_ban,for_large_magazine_ban,for_background_checks,for_safe_storage_laws
114569244314.0,430645356.0,04/03/2024 04:19:32 PM,04/03/2024 04:20:28 PM,,,,,69e66f5e0deb88fa1e71148790,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,45227,Advanced degree,A Democrat?,,female,45_to_60,east_north_central,android_mobile,no_answer,False,False,left,True,False,False,True,True,True,True
114569244184.0,430645356.0,04/03/2024 04:18:51 PM,04/03/2024 04:20:12 PM,,,,,0ac70a7e888f372943e7bba2eb,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,21804,Some college,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,60_above,south_atlantic,ios_mobile,50000_to_74999,False,False,center,False,False,True,True,True,True,True
114569244057.0,430645356.0,04/03/2024 04:18:34 PM,04/03/2024 04:19:58 PM,,,,,9c06d7584896d98c54ac9cabee,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,98229,College degree,A Democrat?,,female,60_above,pacific,pc_windows,100000_to_124999,True,True,left,True,False,False,True,True,True,True
114569244077.0,430645356.0,04/03/2024 04:19:11 PM,04/03/2024 04:19:57 PM,,,,,6569a66b60dd3b9036913dcda9,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,92373,Advanced degree,A Democrat?,,female,45_to_60,east_north_central,ios_mobile,75000_to_99999,False,False,left,True,False,False,True,True,True,True
114569243786.0,430645356.0,04/03/2024 04:18:46 PM,04/03/2024 04:19:23 PM,,,,,fc3356c22966c818ad1367fbd8,smc,Limited to military?,Just military?,"No, not necessary for all",No,Yes,Yes,60629,College degree,A Democrat?,,male,30_to_44,east_north_central,android_mobile,75000_to_99999,True,True,left,True,False,False,True,True,False,False
114569243752.0,430645356.0,04/03/2024 04:18:52 PM,04/03/2024 04:19:20 PM,,,,,f72fbafc6e8c91db3a8cd80379,smc,Limited to military and police?,Just military?,"Yes, for all owners",Yes,Yes,Yes,,Advanced degree,A Democrat?,,female,45_to_60,middle_atlantic,android_mobile,50000_to_74999,True,True,left,True,False,False,True,True,True,True
114569243700.0,430645356.0,04/03/2024 04:18:09 PM,04/03/2024 04:19:16 PM,,,,,e7fdf7832984fbbdefcd92a77a,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Unsure or no comment,No,No,60010,Advanced degree,A Republican?,,male,45_to_60,east_north_central,ios_mobile,200000_and_up,False,False,right,False,True,False,True,True,True,False
114569243683.0,430645356.0,04/03/2024 04:17:56 PM,04/03/2024 04:19:13 PM,,,,,a22d71b13d9f351c4e1e5587ff,smc,Open to everyone?,Anyone?,"No, not necessary for all",Yes,Yes,Yes,46901,Some college,A Republican?,,female,45_to_60,east_north_central,ios_mobile,25000_to_49999,True,True,right,False,True,False,False,False,False,True
114569243544.0,430645356.0,04/03/2024 03:58:13 PM,04/03/2024 04:18:59 PM,,,,,185b9dc2915fd38fc42580d884,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,No,92057,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,30_to_44,pacific,android_mobile,75000_to_99999,False,False,center,False,False,True,False,False,True,True
114569243321.0,430645356.0,04/03/2024 04:17:33 PM,04/03/2024 04:18:36 PM,,,,,5fb74b3021454528869ef00c80,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,32812,Advanced degree,A Republican?,,female,60_above,south_atlantic,ios_mobile,200000_and_up,True,True,right,False,True,False,True,True,True,True
114569243197.0,430645356.0,04/03/2024 04:17:48 PM,04/03/2024 04:18:24 PM,,,,,39dee0379d6e6797e7ac28d1ff,smc,Limited to military?,Anyone?,Not sure or no comment,Yes,Yes,Yes,12345,Some college,A Republican?,,female,45_to_60,east_north_central,ios_mobile,10000_to_24999,True,True,right,False,True,False,True,False,False,True
114569243191.0,430645356.0,04/03/2024 04:16:05 PM,04/03/2024 04:18:24 PM,,,,,31c5fa5c2beec34fd192c37f9c,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,11710,Advanced degree,A Republican?,,female,45_to_60,middle_atlantic,android_mobile,100000_to_124999,True,True,right,False,True,False,True,True,True,True
114569243129.0,430645356.0,04/03/2024 04:17:34 PM,04/03/2024 04:18:16 PM,,,,,041fdd389ee45f7cd736a03138,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,81520,High school diploma,A Republican?,,male,18_to_29,mountain,ios_mobile,150000_to_174999,True,True,right,False,True,False,False,False,True,True
114569243085.0,430645356.0,04/03/2024 04:17:37 PM,04/03/2024 04:18:12 PM,,,,,d2f8172d472b8ec800fe04ac21,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,10021,Advanced degree,A Democrat?,,female,45_to_60,middle_atlantic,android_mobile,100000_to_124999,True,True,left,True,False,False,True,True,True,True
114569242863.0,430645356.0,04/03/2024 04:17:09 PM,04/03/2024 04:17:48 PM,,,,,c05bc8f5c36dfc80f44f18356f,smc,Limited to military and police?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,64133,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,45_to_60,west_north_central,ios_mobile,25000_to_49999,True,True,center,False,False,True,True,False,True,True
114569242675.0,430645356.0,04/03/2024 04:15:52 PM,04/03/2024 04:17:31 PM,,,,,55254cad1923f7db868f93ac9c,smc,Limited to military and police?,Just military?,"Yes, for all owners",Yes,No,No,3079,High school diploma,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,60_above,new_england,android_mobile,25000_to_49999,False,False,center,False,False,True,True,True,True,True
114569242668.0,430645356.0,04/03/2024 04:16:33 PM,04/03/2024 04:17:30 PM,,,,,8719d3a39f323d6f2954dba26c,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",No,No,No,34690,Some college,A Republican?,,female,60_above,south_atlantic,android_mobile,50000_to_74999,False,False,right,False,True,False,True,True,True,False
114569242377.0,430645356.0,04/03/2024 04:16:33 PM,04/03/2024 04:16:59 PM,,,,,733a9d93ac42dc2103b2295f57,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,10011,Advanced degree,A Democrat?,,female,45_to_60,middle_atlantic,android_mobile,100000_to_124999,True,True,left,True,False,False,True,True,True,True
114569242369.0,430645356.0,04/03/2024 04:14:43 PM,04/03/2024 04:16:59 PM,,,,,e01801739c28ff4efc49613a57,smc,Not sure or prefer not to say?,Anyone?,"No, not necessary for all",Yes,Yes,Yes,60408,Didn't finish high school,A Republican?,,male,45_to_60,east_north_central,android_mobile,75000_to_99999,True,True,right,False,True,False,False,False,False,True
114569242338.0,430645356.0,04/03/2024 04:15:49 PM,04/03/2024 04:16:55 PM,,,,,803890f3736c0e229384315667,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,2740,Some college,A Democrat?,,female,45_to_60,new_england,android_mobile,25000_to_49999,False,False,left,True,False,False,True,True,True,True
114569242314.0,430645356.0,04/03/2024 04:16:04 PM,04/03/2024 04:16:52 PM,,,,,dc4f85def740b0741b7003ce00,smc,Limited to military and police?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,45458,Advanced degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,30_to_44,east_north_central,ios_mobile,125000_to_149999,True,True,center,False,False,True,True,False,True,True
114569242051.0,430645356.0,04/03/2024 04:15:20 PM,04/03/2024 04:16:25 PM,,,,,fe8db228e7c7f5d60ac34c27f0,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,78121,Some college,Something else?,Preferring traditional ways and less change (conservative)?,female,60_above,west_south_central,ios_mobile,75000_to_99999,True,True,right,False,True,False,False,False,True,True
114569241783.0,430645356.0,04/03/2024 04:14:45 PM,04/03/2024 04:15:57 PM,,,,,aa61ad7d184553cfde42183ed5,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,60402,College degree,A Democrat?,,female,60_above,east_north_central,other,75000_to_99999,False,False,left,True,False,False,True,True,True,True
114569241415.0,430645356.0,04/03/2024 04:11:30 PM,04/03/2024 04:15:18 PM,,,,,6d4cbbacefc6335fd25f7c60f7,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,36301,College degree,A Republican?,,female,60_above,east_south_central,ios_mobile,50000_to_74999,True,True,right,False,True,False,False,False,True,True
114569239829.0,430645356.0,04/03/2024 04:10:32 PM,04/03/2024 04:12:24 PM,,,,,ca4c3146995206b60cd434eb28,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,35055,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,60_above,east_south_central,android_mobile,50000_to_74999,True,True,center,False,False,True,False,False,True,True
114569239502.0,430645356.0,04/03/2024 04:09:37 PM,04/03/2024 04:11:54 PM,,,,,701f2ab6c91230f3f739891a20,smc,Limited to military and police?,Unsure or rather not say?,"Yes, for all owners",Yes,No,No,84095,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,60_above,mountain,ios_mobile,75000_to_99999,False,False,center,False,False,True,True,False,True,True
114569239112.0,430645356.0,04/03/2024 04:10:14 PM,04/03/2024 04:11:10 PM,,,,,86049cf34472a71951afaa0b6b,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,36695,Some college,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,45_to_60,east_south_central,ios_mobile,50000_to_74999,True,True,center,False,False,True,True,True,True,True
114569238761.0,430645356.0,04/03/2024 04:10:13 PM,04/03/2024 04:10:37 PM,,,,,8799a411e70c1e49f3d9d42972,smc,Open to everyone?,Anyone?,"Yes, for all owners",Unsure or no comment,No,Yes,11208,High school diploma,Not really either (Independent)?,Preferring traditional ways and less change (conservative)?,male,18_to_29,middle_atlantic,android_mobile,100000_to_124999,False,True,right,False,True,False,False,False,True,False
114569237388.0,430645356.0,04/03/2024 03:44:56 PM,04/03/2024 04:08:14 PM,,,,,9705d2b5fc5babb44e47805406,smc,Not sure or prefer not to say?,Just military and police?,"Yes, for all owners",Yes,No,No,10013,Advanced degree,Not really either (Independent)?,More open to new ideas and changes (liberal)?,female,45_to_60,middle_atlantic,android_mobile,175000_to_199999,False,False,left,True,False,False,False,True,True,True
114569237097.0,430645356.0,04/03/2024 04:06:30 PM,04/03/2024 04:07:45 PM,,,,,0a1d439f0fe2391837a01e5aa4,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,Yes,Yes,66801,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,30_to_44,west_north_central,android_mobile,50000_to_74999,True,True,center,False,False,True,True,True,True,True
114569236963.0,430645356.0,04/03/2024 04:06:42 PM,04/03/2024 04:07:33 PM,,,,,7723130afb3179be112b14cfc2,smc,Limited to military and police?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,77530,Advanced degree,A Democrat?,,male,30_to_44,west_south_central,android_mobile,100000_to_124999,True,True,left,True,False,False,True,False,True,True
114569236424.0,430645356.0,04/03/2024 04:05:22 PM,04/03/2024 04:06:37 PM,,,,,9682dd61eea0df7b87f3fd3e32,smc,Open to everyone?,Anyone?,"No, not necessary for all",Yes,No,Yes,50112,College degree,A Republican?,,female,45_to_60,west_north_central,ios_mobile,25000_to_49999,False,True,right,False,True,False,False,False,False,True
114569234996.0,430645356.0,04/03/2024 04:02:40 PM,04/03/2024 04:04:13 PM,,,,,b8ad2bfa878fff72a2c24f6cae,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,No,62257,College degree,Not really either (Independent)?,More open to new ideas and changes (liberal)?,male,60_above,east_north_central,ios_mobile,100000_to_124999,False,False,left,True,False,False,False,False,True,True
114569234875.0,430645356.0,04/03/2024 04:03:17 PM,04/03/2024 04:04:01 PM,,,,,d896f4e3ea088923b50c9a2be1,smc,Open to everyone?,Anyone?,"Yes, for all owners",No,Yes,Yes,56585,College degree,A Republican?,,male,30_to_44,west_north_central,ios_mobile,25000_to_49999,True,True,right,False,True,False,False,False,True,False
114569234644.0,430645356.0,04/03/2024 04:02:42 PM,04/03/2024 04:03:41 PM,,,,,d740eb374ef25d40f76429652c,smc,Open to everyone?,Unsure or rather not say?,"Yes, for all owners",Yes,Yes,Yes,1089,College degree,A Republican?,,male,45_to_60,new_england,ios_mobile,50000_to_74999,True,True,right,False,True,False,False,False,True,True
114569234638.0,430645356.0,04/03/2024 03:58:40 PM,04/03/2024 04:03:40 PM,,,,,df2ba1b3bd887b500ab0e5e1ce,smc,Not sure or prefer not to say?,Unsure or rather not say?,"Yes, for all owners",No,No,No,90028,College degree,Something else?,In the middle and cautious about change (moderate)?,female,45_to_60,pacific,android_mobile,10000_to_24999,False,False,center,False,False,True,False,False,True,False
114569234108.0,430645356.0,04/03/2024 04:02:39 PM,04/03/2024 04:02:56 PM,,,,,851b52fb347fc03faca33e9a64,smc,Open to everyone?,Anyone?,"No, not necessary for all",Unsure or no comment,Yes,Yes,8093,High school diploma,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,60_above,middle_atlantic,ios_mobile,25000_to_49999,True,True,center,False,False,True,False,False,False,False
114569233739.0,430645356.0,04/03/2024 04:01:56 PM,04/03/2024 04:02:26 PM,,,,,cb484bca42eaaf809609bb771e,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,10021,Advanced degree,A Democrat?,,female,45_to_60,middle_atlantic,android_mobile,100000_to_124999,True,True,left,True,False,False,False,False,True,True
114569233171.0,430645356.0,04/03/2024 03:58:45 PM,04/03/2024 04:01:30 PM,,,,,5e908d7b954a7153f5c703b8d3,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,32068,High school diploma,A Republican?,,female,60_above,south_atlantic,ios_mobile,0_to_9999,False,False,right,False,True,False,True,True,True,True
114569232084.0,430645356.0,04/03/2024 03:58:39 PM,04/03/2024 03:59:42 PM,,,,,778b5d7d38453c300a20decb15,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,33903,High school diploma,A Republican?,,female,60_above,south_atlantic,pc_windows,10000_to_24999,False,False,right,False,True,False,True,True,True,True
114569230832.0,430645356.0,04/03/2024 03:55:16 PM,04/03/2024 03:57:29 PM,,,,,4ce63f1aa676c069637a37d200,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,97236,College degree,Something else?,In the middle and cautious about change (moderate)?,female,60_above,pacific,ios_mobile,75000_to_99999,False,False,center,False,False,True,True,True,True,True
114569230648.0,430645356.0,04/03/2024 03:55:37 PM,04/03/2024 03:57:10 PM,,,,,f2fff9e1cc900aa3ae492760fc,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,No,24370,High school diploma,Not really either (Independent)?,Preferring traditional ways and less change (conservative)?,male,30_to_44,south_atlantic,android_mobile,25000_to_49999,False,False,right,False,True,False,False,False,True,True
114569230025.0,430645356.0,04/03/2024 03:55:16 PM,04/03/2024 03:56:08 PM,,,,,be75016dd823311da50993126c,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,95065,Advanced degree,A Republican?,,male,45_to_60,pacific,ios_mobile,200000_and_up,True,True,right,False,True,False,False,False,True,True
114569229626.0,430645356.0,04/03/2024 03:54:23 PM,04/03/2024 03:55:29 PM,,,,,2aa754b119025759d690a1680d,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,84963,Advanced degree,Not really either (Independent)?,More open to new ideas and changes (liberal)?,male,30_to_44,mountain,android_mobile,50000_to_74999,False,False,left,True,False,False,True,True,True,True
114569229600.0,430645356.0,04/03/2024 03:54:25 PM,04/03/2024 03:55:26 PM,,,,,dcc7e7a33872741ab9f392fcb4,smc,Not sure or prefer not to say?,Unsure or rather not say?,Not sure or no comment,Unsure or no comment,No,No,38363,Some college,Something else?,In the middle and cautious about change (moderate)?,male,30_to_44,east_south_central,ios_mobile,0_to_9999,False,False,center,False,False,True,False,False,False,False
114569228963.0,430645356.0,04/03/2024 03:53:10 PM,04/03/2024 03:54:37 PM,,,,,b100ccea8defd0e7cdf2de74bd,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,No,28804,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,60_above,south_atlantic,pc_mac,75000_to_99999,True,True,center,False,False,True,True,True,True,True
114569228395.0,430645356.0,04/03/2024 03:51:11 PM,04/03/2024 03:53:19 PM,,,,,3cacf39c5504eca8dd7e49843f,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,40165,Some college,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,60_above,east_south_central,ios_mobile,50000_to_74999,True,True,center,False,False,True,False,False,True,True
114569228100.0,430645356.0,04/03/2024 03:51:52 PM,04/03/2024 03:52:46 PM,,,,,4d5cb5987b45b83c47439329b8,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,54904,Some college,A Republican?,,female,60_above,east_north_central,android_mobile,25000_to_49999,False,False,right,False,True,False,True,True,True,True
114569227714.0,430645356.0,04/03/2024 03:51:06 PM,04/03/2024 03:52:06 PM,,,,,4ac5b588e919bb85cc23a3df8f,smc,Open to everyone?,Anyone?,"No, not necessary for all",No,No,No,30259,College degree,A Democrat?,,male,45_to_60,south_atlantic,ios_mobile,50000_to_74999,False,False,left,True,False,False,False,False,False,False
114569227435.0,430645356.0,04/03/2024 03:51:10 PM,04/03/2024 03:51:36 PM,,,,,3bd21a4db7a54922988c85dffc,smc,Open to everyone?,Just military and police?,"No, not necessary for all",Yes,Yes,Yes,,Some college,A Democrat?,,male,45_to_60,west_north_central,ios_mobile,0_to_9999,True,True,left,True,False,False,False,True,False,True
114569226614.0,430645356.0,04/03/2024 03:48:45 PM,04/03/2024 03:50:12 PM,,,,,5ad75e74680f4c7d59baa79462,smc,Limited to military and police?,Anyone?,"Yes, for all owners",Yes,No,No,46806,Didn't finish high school,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,45_to_60,east_north_central,android_mobile,0_to_9999,False,False,center,False,False,True,True,False,True,True
114569225846.0,430645356.0,04/03/2024 03:47:55 PM,04/03/2024 03:48:48 PM,,,,,af67c73bdb771d6ef107edd592,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,11374,Advanced degree,A Democrat?,,male,45_to_60,middle_atlantic,ios_mobile,150000_to_174999,False,False,left,True,False,False,True,True,True,True
114569225803.0,430645356.0,04/03/2024 03:47:48 PM,04/03/2024 03:48:45 PM,,,,,c2b45e25b4ca89c91874a600dd,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,32765,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,18_to_29,south_atlantic,ios_mobile,75000_to_99999,False,False,center,False,False,True,True,True,True,True
114569225503.0,430645356.0,04/03/2024 03:45:39 PM,04/03/2024 03:48:15 PM,,,,,ab0339eb7cbb8fdbfda882d1e1,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,No,60408,Some college,A Republican?,,female,45_to_60,east_north_central,ios_mobile,25000_to_49999,True,True,right,False,True,False,True,True,True,True
114569225388.0,430645356.0,04/03/2024 03:44:16 PM,04/03/2024 03:48:03 PM,,,,,b1fca3ddd3baa22c746da24d6c,smc,Limited to military and police?,Just military and police?,"No, not necessary for all",Yes,No,No,92262,College degree,Not really either (Independent)?,More open to new ideas and changes (liberal)?,male,60_above,pacific,ios_mobile,50000_to_74999,False,False,left,True,False,False,True,True,False,True
114569225167.0,430645356.0,04/03/2024 03:44:58 PM,04/03/2024 03:47:37 PM,,,,,3bf619821af527ebacec5fd50b,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,30076,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,45_to_60,south_atlantic,ios_mobile,100000_to_124999,False,False,center,False,False,True,True,True,True,True
114569224103.0,430645356.0,04/03/2024 03:45:13 PM,04/03/2024 03:45:45 PM,,,,,d7173f91d054259cc25ede97be,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,Yes,Yes,1,Didn't finish high school,A Republican?,,female,60_above,middle_atlantic,ios_mobile,0_to_9999,True,True,right,False,True,False,True,True,True,True
114569223033.0,430645356.0,04/03/2024 03:42:39 PM,04/03/2024 03:43:57 PM,,,,,a8412f4aceb4a7d269d5d3626c,smc,Limited to military and police?,Anyone?,"Yes, for all owners",Yes,Yes,Yes,36272,College degree,A Republican?,,male,60_above,east_south_central,other,50000_to_74999,True,True,right,False,True,False,True,False,True,True
114569222794.0,430645356.0,04/03/2024 03:41:22 PM,04/03/2024 03:43:28 PM,,,,,f2b7ee449a84012366e00a1925,smc,Limited to military?,Anyone?,"Yes, for all owners",Unsure or no comment,Yes,Yes,82007,High school diploma,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,45_to_60,mountain,android_mobile,50000_to_74999,True,True,center,False,False,True,True,False,True,False
114569222471.0,430645356.0,04/03/2024 03:39:25 PM,04/03/2024 03:42:56 PM,,,,,b0950bbcd8b3c7bcca207a4fc3,smc,Open to everyone?,Anyone?,"Yes, for all owners",Unsure or no comment,Yes,Yes,97383,Didn't finish high school,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,60_above,pacific,android_mobile,50000_to_74999,True,True,center,False,False,True,False,False,True,False
114569221912.0,430645356.0,04/03/2024 03:40:44 PM,04/03/2024 03:41:58 PM,,,,,e1aa84b381f91956be61da25e3,smc,Open to everyone?,Anyone?,"Yes, for all owners",Yes,No,No,55912,Advanced degree,A Republican?,,male,30_to_44,west_north_central,ios_mobile,125000_to_149999,False,False,right,False,True,False,False,False,True,True
114569221658.0,430645356.0,04/03/2024 03:39:26 PM,04/03/2024 03:41:34 PM,,,,,0c76fdb2efa35bd5f43e6e01eb,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,85248,College degree,Not really either (Independent)?,In the middle and cautious about change (moderate)?,male,60_above,mountain,android_mobile,50000_to_74999,False,False,center,False,False,True,True,True,True,True
114569221103.0,430645356.0,04/03/2024 03:38:14 PM,04/03/2024 03:40:42 PM,,,,,2b3c4a638f8f5fa71018d0db39,smc,Open to everyone?,Anyone?,"Yes, for all owners",No,No,No,74136,Some college,Something else?,More open to new ideas and changes (liberal)?,female,45_to_60,west_south_central,android_mobile,0_to_9999,False,False,left,True,False,False,False,False,True,False
114569220693.0,430645356.0,04/03/2024 03:28:01 PM,04/03/2024 03:40:07 PM,,,,,fb685c6653be8e82e6c7a53dcc,smc,Limited to military and police?,Anyone?,"Yes, for all owners",Yes,No,Yes,,Advanced degree,A Republican?,,female,30_to_44,west_south_central,android_mobile,100000_to_124999,False,True,right,False,True,False,True,False,True,True
114569220432.0,430645356.0,04/03/2024 03:27:55 PM,04/03/2024 03:39:39 PM,,,,,899c1749ed00f6d30a4b70c65d,smc,Limited to military and police?,Anyone?,"Yes, for all owners",Yes,No,Yes,,Advanced degree,A Democrat?,,female,30_to_44,middle_atlantic,android_mobile,125000_to_149999,False,True,left,True,False,False,True,False,True,True
114569218683.0,430645356.0,04/03/2024 03:35:56 PM,04/03/2024 03:36:46 PM,,,,,c487cc831a5bc87145bf9c2aa0,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,37923,Advanced degree,A Republican?,,male,45_to_60,east_south_central,ios_mobile,175000_to_199999,False,False,right,False,True,False,True,True,True,True
114569218502.0,430645356.0,04/03/2024 03:35:25 PM,04/03/2024 03:36:37 PM,,,,,11c1e4dd6a184556b2f8986b45,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,No,No,1475,Advanced degree,Not really either (Independent)?,More open to new ideas and changes (liberal)?,female,60_above,new_england,pc_mac,100000_to_124999,False,False,left,True,False,False,True,True,True,True
114569218150.0,430645356.0,04/03/2024 03:32:51 PM,04/03/2024 03:35:57 PM,,,,,70f93cd5a1fba159ebf38b3d00,smc,Limited to military?,Just military?,"No, not necessary for all",Yes,No,Yes,10025,Advanced degree,A Democrat?,,male,30_to_44,pacific,android_mobile,200000_and_up,False,True,left,True,False,False,True,True,False,True
114569217683.0,430645356.0,04/03/2024 03:33:59 PM,04/03/2024 03:35:11 PM,,,,,897a38ad4fcc06247bd364ba4e,smc,Limited to military?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,35408,High school diploma,A Republican?,,male,60_above,,ios_mobile,0_to_9999,True,True,right,False,True,False,True,True,True,True
114569217549.0,430645356.0,04/03/2024 03:32:28 PM,04/03/2024 03:34:58 PM,,,,,7385c51e41194a5a97b395a703,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,46001,College degree,A Democrat?,,male,30_to_44,,android_mobile,125000_to_149999,True,True,left,True,False,False,True,True,True,True
114569217302.0,430645356.0,04/03/2024 03:32:56 PM,04/03/2024 03:34:35 PM,,,,,fa221f954b082e3f72cbd0e40e,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,Yes,Yes,70012,Advanced degree,A Republican?,,male,30_to_44,middle_atlantic,android_mobile,75000_to_99999,True,True,right,False,True,False,True,True,True,True
114569217033.0,430645356.0,04/03/2024 03:32:17 PM,04/03/2024 03:34:09 PM,,,,,c0c1e2e013c6b56ce2ffe199ea,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,90706,High school diploma,A Democrat?,,female,45_to_60,pacific,ios_mobile,50000_to_74999,False,False,left,True,False,False,True,True,True,True
114569216673.0,430645356.0,04/03/2024 03:26:31 PM,04/03/2024 03:33:33 PM,,,,,1c3fcbdf47ed5b9e526237bee1,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,0,College degree,A Democrat?,,female,30_to_44,,android_mobile,75000_to_99999,False,False,left,True,False,False,True,True,True,True
114569215878.0,430645356.0,04/03/2024 03:30:51 PM,04/03/2024 03:32:20 PM,,,,,6bd0f0ba0df64fb7bfe1039070,smc,Open to everyone?,Anyone?,"No, not necessary for all",Yes,Yes,Yes,91602,Advanced degree,A Republican?,,male,45_to_60,pacific,android_mobile,200000_and_up,True,True,right,False,True,False,False,False,False,True
114569214732.0,430645356.0,04/03/2024 03:29:06 PM,04/03/2024 03:30:42 PM,,,,,e1443c5ba7fc7349a813e009b4,smc,Limited to military?,Just military?,"Yes, for all owners",Yes,No,No,10039,Advanced degree,A Democrat?,,female,45_to_60,middle_atlantic,android_mobile,100000_to_124999,False,False,left,True,False,False,True,True,True,True
114569214644.0,430645356.0,04/03/2024 03:27:30 PM,04/03/2024 03:30:35 PM,,,,,31c779ad965aa68e168451cbc0,smc,Limited to military and police?,Just military and police?,"Yes, for all owners",Yes,No,No,19115,High school diploma,Not really either (Independent)?,In the middle and cautious about change (moderate)?,female,30_to_44,middle_atlantic,ios_mobile,10000_to_24999,False,False,center,False,False,True,True,True,True,True
